0,54
47,27
47,-27
0,-54
-47,-27
-47,27
-34,121
-87,90
-121,31
-121,-31
-87,-90
-34,-121
34,-121
87,-90
121,-31
121,31
87,90
34,121
0,206
103,178
178,103
206,0
178,-103
103,-178
0,-206
-102,-178
-178,-103
-205,0
-178,103
-102,178
83,288
208,215
291,72
291,-72
208,-215
83,-288
-83,-288
-208,-215
-291,-72
-291,72
-208,215
-83,288
0,352
305,176
305,-176
0,-352
-305,-176
-305,176
