61,117
61,116
61,115
61,114
61,113
61,112
61,111
61,110
61,109
61,108
61,107
61,106
61,105
61,104
61,103
61,102
61,101
61,100
61,99
61,98
61,97
61,96
61,95
61,94
61,93
61,92
61,91
61,90
61,89
61,88
61,87
61,86
61,85
61,84
61,83
61,82
61,81
61,80
61,79
61,78
61,77
61,76
61,75
61,74
61,73
61,72
61,71
61,70
61,69
61,68
61,67
61,66
61,65
61,64
61,63
61,62
61,61
61,60
61,59
61,58
48,52
47,52
46,52
45,52
44,52
43,52
42,52
41,52
40,52
39,52
38,52
37,52
36,52
35,52
34,52
33,52
32,52
31,52
30,52
29,52
28,52
27,52
26,52
25,52
24,52
23,52
22,52
21,52
20,52
19,52
18,52
17,52
16,52
15,52
14,52
13,52
12,52
11,52
10,52
9,52
8,52
7,52
53,48
52,48
51,47
51,46
50,45
49,45
48,44
48,43
47,42
46,42
45,41
45,40
44,39
43,39
42,38
42,37
41,36
40,36
39,35
39,34
38,33
37,33
36,32
36,31
35,30
34,30
33,29
33,28
32,27
31,27
30,26
30,25
29,24
28,24
27,23
27,22
26,21
25,21
24,20
24,19
23,18
22,18
56,48
56,47
56,46
56,45
56,44
56,43
56,42
56,41
56,40
56,39
56,38
56,37
56,36
56,35
56,34
56,33
56,32
56,31
56,30
56,29
56,28
56,27
56,26
56,25
56,24
56,23
56,22
56,21
56,20
56,19
56,18
56,17
56,16
56,15
56,14
56,13
56,12
56,11
56,10
56,9
56,8
56,7
59,48
60,48
61,47
61,46
62,45
63,45
64,44
64,43
65,42
66,42
67,41
67,40
68,39
69,39
70,38
70,37
71,36
72,36
73,35
73,34
74,33
75,33
76,32
76,31
77,30
78,30
79,29
79,28
80,27
81,27
82,26
82,25
83,24
84,24
85,23
85,22
86,21
87,21
88,20
88,19
89,18
90,18
64,51
65,51
66,51
67,51
68,51
69,51
70,51
71,51
72,51
73,51
74,51
75,51
76,51
77,51
78,51
79,51
80,51
81,51
82,51
83,51
84,51
85,51
86,51
87,51
88,51
89,51
90,51
91,51
92,51
93,51
94,51
95,51
96,51
97,51
98,51
99,51
100,51
101,51
102,51
103,51
104,51
105,51
51,58
51,59
51,60
51,61
51,62
51,63
51,64
51,65
51,66
51,67
51,68
51,69
51,70
51,71
51,72
51,73
51,74
51,75
51,76
51,77
51,78
51,79
51,80
51,81
51,82
51,83
51,84
51,85
51,86
51,87
51,88
51,89
51,90
51,91
51,92
51,93
51,94
51,95
51,96
51,97
51,98
51,99
51,100
51,101
51,102
51,103
51,104
51,105
51,106
51,107
51,108
51,109
51,110
51,111
51,112
51,113
51,114
51,115
51,116
51,117
