-162,0
-225,61
-237,138
-164,168
-140,81
-81,145
-62,232
0,287
62,239
175,181
257,153
242,69
244,-63
261,-149
177,-177
64,-240
0,-290
-64,-240
-82,-144
0,-167
-26,-100
26,-100
87,-147
148,-85
171,0
148,85
85,148
0,170
-26,100
26,100
72,74
21,38
101,29
101,-29
42,0
73,-73
22,-38
-22,38
-72,72
-97,27
-21,-38
-98,-26
-43,0
-72,-72
-140,-82
-166,-170
-239,-141
-225,-61
